time,heightAboveGround,valid_time,u10,v10
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-2.9704516,1.7749292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-2.6704516,0.6049292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-5.1404514,1.7549292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-6.0904517,1.1549292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-5.5904517,2.1649292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-3.6704516,2.704929
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-4.410452,0.4849292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-4.410452,0.9349292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-4.7104516,1.0849292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-4.910452,1.2349292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-4.9004517,4.844929
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-1.0904517,3.0749292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-4.430452,1.3049293
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-5.8504515,3.234929
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-4.8704515,2.3949292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-1.0504516,2.7949293
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-4.6004515,1.8149292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-4.5404515,1.1049292
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-3.2704515,-0.8150708
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-4.6304517,4.4749293
2025-05-05 12:00:00,10.0,2025-05-05 18:00:00,-4.3804517,-0.2750708
